step,t_ms,ball_x,ball_y,ball_z,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y
12,1140,-0.0016443304446536189,0.022727976798082583,0.055778809420185205,-13.92099380493164,-0.2167169153690338,-8.9644193649292,-0.07852893322706223,-5.023961544036865,0.21190373599529266,-4.300435543060303,-0.025427842512726784,-2.541404962539673,-0.04755650460720062,-2.7192800045013428,0.8031600117683411
13,1160,-0.008029092612881428,-0.025542964881012153,0.042,-13.917375564575195,-0.3001996576786041,-8.9644193649292,-0.07852893322706223,-5.023961544036865,0.21190373599529266,-4.300435543060303,-0.025427842512726784,-2.5400333404541016,-0.04954889044165611,-2.7192800045013428,0.8031600117683411
14,1180,-0.008029092612881428,-0.025542964881012153,0.042,-13.917375564575195,-0.3001996576786041,-8.95728874206543,-0.10466073453426361,-5.023961544036865,0.21190373599529266,-4.300435543060303,-0.025427842512726784,-2.5400333404541016,-0.04954889044165611,-2.745008707046509,0.8167691230773926
15,1200,-0.008029092612881428,-0.025542964881012153,0.042,-13.917375564575195,-0.3001996576786041,-8.95728874206543,-0.10466073453426361,-5.024844169616699,0.2704020142555237,-4.311800956726074,-0.009343355894088745,-2.5400333404541016,-0.04954889044165611,-2.745008707046509,0.8167691230773926
16,1220,0.0006141317091099552,-0.023124730465452714,0.05093880058423417,-13.889311790466309,-0.3907831609249115,-8.95728874206543,-0.10466073453426361,-5.024844169616699,0.2704020142555237,-4.311800956726074,-0.009343355894088745,-2.5429270267486572,-0.07344763725996017,-2.745008707046509,0.8167691230773926
17,1240,0.0006141317091099552,-0.023124730465452714,0.05093880058423417,-13.889311790466309,-0.3907831609249115,-8.963449478149414,-0.133557990193367,-5.024844169616699,0.2704020142555237,-4.311800956726074,-0.009343355894088745,-2.5429270267486572,-0.07344763725996017,-2.7500782012939453,0.8361822366714478
18,1260,0.0006141317091099552,-0.023124730465452714,0.05093880058423417,-13.889311790466309,-0.3907831609249115,-8.963449478149414,-0.133557990193367,-5.015933036804199,0.3457576632499695,-4.314746856689453,-0.0052619632333517075,-2.5429270267486572,-0.07344763725996017,-2.7500782012939453,0.8361822366714478
19,1280,0.014532060418718018,0.004954637942047757,0.042,-13.851359367370605,-0.48743191361427307,-8.963449478149414,-0.133557990193367,-5.015933036804199,0.3457576632499695,-4.314746856689453,-0.0052619632333517075,-2.558523416519165,-0.07482405751943588,-2.7500782012939453,0.8361822366714478
20,1300,0.014532060418718018,0.004954637942047757,0.042,-13.851359367370605,-0.48743191361427307,-8.97484016418457,-0.14219656586647034,-5.015933036804199,0.3457576632499695,-4.314746856689453,-0.0052619632333517075,-2.558523416519165,-0.07482405751943588,-2.7645480632781982,0.8608817458152771
21,1320,0.014532060418718018,0.004954637942047757,0.042,-13.851359367370605,-0.48743191361427307,-8.97484016418457,-0.14219656586647034,-5.001709461212158,0.41710540652275085,-4.297680854797363,-0.036246586591005325,-2.558523416519165,-0.07482405751943588,-2.7645480632781982,0.8608817458152771
22,1340,-0.02889044853488265,-0.00608230919211783,0.04464872526386743,-13.81575870513916,-0.5709793567657471,-8.97484016418457,-0.14219656586647034,-5.001709461212158,0.41710540652275085,-4.297680854797363,-0.036246586591005325,-2.5707712173461914,-0.06444220244884491,-2.7645480632781982,0.8608817458152771
23,1360,-0.02889044853488265,-0.00608230919211783,0.04464872526386743,-13.81575870513916,-0.5709793567657471,-8.994161605834961,-0.1654670685529709,-5.001709461212158,0.41710540652275085,-4.297680854797363,-0.036246586591005325,-2.5707712173461914,-0.06444220244884491,-2.7728753089904785,0.8829739689826965
24,1380,-0.02889044853488265,-0.00608230919211783,0.04464872526386743,-13.81575870513916,-0.5709793567657471,-8.994161605834961,-0.1654670685529709,-4.992733001708984,0.48816242814064026,-4.297274589538574,-0.03914535045623779,-2.5707712173461914,-0.06444220244884491,-2.7728753089904785,0.8829739689826965
25,1400,-0.006421488423445254,0.0032371936652764166,0.0779623233292196,-13.801074028015137,-0.645443856716156,-8.994161605834961,-0.1654670685529709,-4.992733001708984,0.48816242814064026,-4.297274589538574,-0.03914535045623779,-2.5808169841766357,-0.05266646295785904,-2.7728753089904785,0.8829739689826965
26,1420,-0.006421488423445254,0.0032371936652764166,0.0779623233292196,-13.801074028015137,-0.645443856716156,-9.017278671264648,-0.18134279549121857,-4.992733001708984,0.48816242814064026,-4.297274589538574,-0.03914535045623779,-2.5808169841766357,-0.05266646295785904,-2.7864203453063965,0.9031124114990234
27,1440,-0.006421488423445254,0.0032371936652764166,0.0779623233292196,-13.801074028015137,-0.645443856716156,-9.017278671264648,-0.18134279549121857,-4.988127708435059,0.5467739701271057,-4.2845587730407715,-0.03162068873643875,-2.5808169841766357,-0.05266646295785904,-2.7864203453063965,0.9031124114990234
28,1460,-0.02512343530334249,0.0013818580954391146,0.060418285676397065,-13.808956146240234,-0.6616507172584534,-9.017278671264648,-0.18134279549121857,-4.988127708435059,0.5467739701271057,-4.2845587730407715,-0.03162068873643875,-2.5843355655670166,-0.032518595457077026,-2.7864203453063965,0.9031124114990234
29,1480,-0.02512343530334249,0.0013818580954391146,0.060418285676397065,-13.808956146240234,-0.6616507172584534,-9.050481796264648,-0.19839534163475037,-4.988127708435059,0.5467739701271057,-4.2845587730407715,-0.03162068873643875,-2.5843355655670166,-0.032518595457077026,-2.8004469871520996,0.9274696707725525
30,1500,-0.02512343530334249,0.0013818580954391146,0.060418285676397065,-13.808956146240234,-0.6616507172584534,-9.050481796264648,-0.19839534163475037,-4.986576080322266,0.5487709641456604,-4.262703895568848,-0.032034460455179214,-2.5843355655670166,-0.032518595457077026,-2.8004469871520996,0.9274696707725525
31,1520,0.0028744933117312854,-0.010822282278943662,0.04601127929879906,-13.811234474182129,-0.6671068072319031,-9.050481796264648,-0.19839534163475037,-4.986576080322266,0.5487709641456604,-4.262703895568848,-0.032034460455179214,-2.5868828296661377,-0.03414350748062134,-2.8004469871520996,0.9274696707725525
32,1540,0.0028744933117312854,-0.010822282278943662,0.04601127929879906,-13.811234474182129,-0.6671068072319031,-9.07799243927002,-0.2080184519290924,-4.986576080322266,0.5487709641456604,-4.262703895568848,-0.032034460455179214,-2.5868828296661377,-0.03414350748062134,-2.822930335998535,0.9375278353691101
33,1560,0.0028744933117312854,-0.010822282278943662,0.04601127929879906,-13.811234474182129,-0.6671068072319031,-9.07799243927002,-0.2080184519290924,-5.003349781036377,0.549559473991394,-4.231082439422607,-0.051619186997413635,-2.5868828296661377,-0.03414350748062134,-2.822930335998535,0.9375278353691101
34,1580,-0.014170675066125682,-0.017787032990759677,0.0599965911161735,-13.808730125427246,-0.6663386821746826,-9.07799243927002,-0.2080184519290924,-5.003349781036377,0.549559473991394,-4.231082439422607,-0.051619186997413635,-2.5830397605895996,-0.04023833945393562,-2.822930335998535,0.9375278353691101
35,1600,-0.014170675066125682,-0.017787032990759677,0.0599965911161735,-13.808730125427246,-0.6663386821746826,-9.106053352355957,-0.2277384102344513,-5.003349781036377,0.549559473991394,-4.231082439422607,-0.051619186997413635,-2.5830397605895996,-0.04023833945393562,-2.854724407196045,0.9589710831642151
36,1620,-0.014170675066125682,-0.017787032990759677,0.0599965911161735,-13.808730125427246,-0.6663386821746826,-9.106053352355957,-0.2277384102344513,-5.010175704956055,0.5589857697486877,-4.196889400482178,-0.056717824190855026,-2.5830397605895996,-0.04023833945393562,-2.854724407196045,0.9589710831642151
37,1640,0.0066306679626908505,-0.048572368596721316,0.042,-13.809293746948242,-0.6629706621170044,-9.106053352355957,-0.2277384102344513,-5.010175704956055,0.5589857697486877,-4.196889400482178,-0.056717824190855026,-2.577188730239868,-0.037958551198244095,-2.854724407196045,0.9589710831642151
38,1660,0.0066306679626908505,-0.048572368596721316,0.042,-13.809293746948242,-0.6629706621170044,-9.142170906066895,-0.2472076565027237,-5.010175704956055,0.5589857697486877,-4.196889400482178,-0.056717824190855026,-2.577188730239868,-0.037958551198244095,-2.8619894981384277,1.0039656162261963
39,1680,0.0066306679626908505,-0.048572368596721316,0.042,-13.809293746948242,-0.6629706621170044,-9.142170906066895,-0.2472076565027237,-4.999763011932373,0.5818179249763489,-4.16468620300293,-0.06684048473834991,-2.577188730239868,-0.037958551198244095,-2.8619894981384277,1.0039656162261963
40,1700,5.935158394798634e-05,0.017069653408937624,0.042,-13.81406021118164,-0.6328393816947937,-9.142170906066895,-0.2472076565027237,-4.999763011932373,0.5818179249763489,-4.16468620300293,-0.06684048473834991,-2.5726988315582275,-0.025903109461069107,-2.8619894981384277,1.0039656162261963
41,1720,5.935158394798634e-05,0.017069653408937624,0.042,-13.81406021118164,-0.6328393816947937,-9.190855026245117,-0.2954076826572418,-4.999763011932373,0.5818179249763489,-4.16468620300293,-0.06684048473834991,-2.5726988315582275,-0.025903109461069107,-2.8962154388427734,1.0446616411209106
42,1740,5.935158394798634e-05,0.017069653408937624,0.042,-13.81406021118164,-0.6328393816947937,-9.190855026245117,-0.2954076826572418,-4.985628604888916,0.5967819094657898,-4.132173538208008,-0.06140105426311493,-2.5726988315582275,-0.025903109461069107,-2.8962154388427734,1.0446616411209106
43,1760,-0.015655358186394963,-0.023913330246960185,0.06525416798723582,-13.792007446289062,-0.6308842897415161,-9.190855026245117,-0.2954076826572418,-4.985628604888916,0.5967819094657898,-4.132173538208008,-0.06140105426311493,-2.560044527053833,-0.005512672942131758,-2.8962154388427734,1.0446616411209106
44,1780,-0.015655358186394963,-0.023913330246960185,0.06525416798723582,-13.792007446289062,-0.6308842897415161,-9.228434562683105,-0.32758989930152893,-4.985628604888916,0.5967819094657898,-4.132173538208008,-0.06140105426311493,-2.560044527053833,-0.005512672942131758,-2.9409801959991455,1.082118034362793
45,1800,-0.015655358186394963,-0.023913330246960185,0.06525416798723582,-13.792007446289062,-0.6308842897415161,-9.228434562683105,-0.32758989930152893,-4.969120502471924,0.6078982949256897,-4.096238613128662,-0.04230453073978424,-2.560044527053833,-0.005512672942131758,-2.9409801959991455,1.082118034362793
46,1820,-0.027303689560525868,-0.03418755365152948,0.042,-13.793315887451172,-0.6422038674354553,-9.228434562683105,-0.32758989930152893,-4.969120502471924,0.6078982949256897,-4.096238613128662,-0.04230453073978424,-2.5392918586730957,0.014690502546727657,-2.9409801959991455,1.082118034362793
47,1840,-0.027303689560525868,-0.03418755365152948,0.042,-13.793315887451172,-0.6422038674354553,-9.272879600524902,-0.38792306184768677,-4.969120502471924,0.6078982949256897,-4.096238613128662,-0.04230453073978424,-2.5392918586730957,0.014690502546727657,-2.990168809890747,1.1233317852020264
48,1860,-0.027303689560525868,-0.03418755365152948,0.042,-13.793315887451172,-0.6422038674354553,-9.272879600524902,-0.38792306184768677,-4.959198951721191,0.6082852482795715,-4.077345371246338,-0.041929591447114944,-2.5392918586730957,0.014690502546727657,-2.990168809890747,1.1233317852020264
49,1880,0.012210594233359018,-0.011994346069140405,0.042,-13.791961669921875,-0.6570063829421997,-9.272879600524902,-0.38792306184768677,-4.959198951721191,0.6082852482795715,-4.077345371246338,-0.041929591447114944,-2.512672185897827,0.02663380652666092,-2.990168809890747,1.1233317852020264
50,1900,0.012210594233359018,-0.011994346069140405,0.042,-13.791961669921875,-0.6570063829421997,-9.315865516662598,-0.43792569637298584,-4.959198951721191,0.6082852482795715,-4.077345371246338,-0.041929591447114944,-2.512672185897827,0.02663380652666092,-3.043255090713501,1.1763348579406738
51,1920,0.012210594233359018,-0.011994346069140405,0.042,-13.791961669921875,-0.6570063829421997,-9.315865516662598,-0.43792569637298584,-4.960712432861328,0.6042309999465942,-4.051186561584473,-0.049120306968688965,-2.512672185897827,0.02663380652666092,-3.043255090713501,1.1763348579406738
52,1940,0.003214459817311166,-0.05144850845521509,0.06202451526528274,-13.79409408569336,-0.6356290578842163,-9.315865516662598,-0.43792569637298584,-4.960712432861328,0.6042309999465942,-4.051186561584473,-0.049120306968688965,-2.4906463623046875,0.027416134253144264,-3.043255090713501,1.1763348579406738
53,1960,0.003214459817311166,-0.05144850845521509,0.06202451526528274,-13.79409408569336,-0.6356290578842163,-9.335570335388184,-0.4280329942703247,-4.960712432861328,0.6042309999465942,-4.051186561584473,-0.049120306968688965,-2.4906463623046875,0.027416134253144264,-3.087745189666748,1.2218351364135742
54,1980,0.003214459817311166,-0.05144850845521509,0.06202451526528274,-13.79409408569336,-0.6356290578842163,-9.335570335388184,-0.4280329942703247,-4.959390163421631,0.610032856464386,-4.007548809051514,-0.03813794255256653,-2.4906463623046875,0.027416134253144264,-3.087745189666748,1.2218351364135742
55,2000,0.02550184204321404,0.025992081351077556,0.042,-13.787392616271973,-0.6492329835891724,-9.335570335388184,-0.4280329942703247,-4.959390163421631,0.610032856464386,-4.007548809051514,-0.03813794255256653,-2.4659628868103027,0.04479604214429855,-3.087745189666748,1.2218351364135742
56,2020,0.02550184204321404,0.025992081351077556,0.042,-13.787392616271973,-0.6492329835891724,-9.361573219299316,-0.4421273171901703,-4.959390163421631,0.610032856464386,-4.007548809051514,-0.03813794255256653,-2.4659628868103027,0.04479604214429855,-3.128594398498535,1.2443653345108032
57,2040,0.02550184204321404,0.025992081351077556,0.042,-13.787392616271973,-0.6492329835891724,-9.361573219299316,-0.4421273171901703,-4.954709053039551,0.6080864071846008,-3.9626998901367188,-0.02108808234333992,-2.4659628868103027,0.04479604214429855,-3.128594398498535,1.2443653345108032
58,2060,0.00225755098010616,-0.005158618623047784,0.06462486690086733,-13.78348445892334,-0.6256965398788452,-9.361573219299316,-0.4421273171901703,-4.954709053039551,0.6080864071846008,-3.9626998901367188,-0.02108808234333992,-2.458857297897339,0.0554707869887352,-3.128594398498535,1.2443653345108032
59,2080,0.00225755098010616,-0.005158618623047784,0.06462486690086733,-13.78348445892334,-0.6256965398788452,-9.387227058410645,-0.4500463306903839,-4.954709053039551,0.6080864071846008,-3.9626998901367188,-0.02108808234333992,-2.458857297897339,0.0554707869887352,-3.128594398498535,1.2443653345108032
60,2100,0.00225755098010616,-0.005158618623047784,0.06462486690086733,-13.78348445892334,-0.6256965398788452,-9.387227058410645,-0.4500463306903839,-4.951716899871826,0.6112175583839417,-3.9133927822113037,0.010644840076565742,-2.458857297897339,0.0554707869887352,-3.128594398498535,1.2443653345108032
61,2120,0.018593316252230707,-0.004113146002456047,0.042,-13.776313781738281,-0.6376502513885498,-9.387227058410645,-0.4500463306903839,-4.951716899871826,0.6112175583839417,-3.9133927822113037,0.010644840076565742,-2.469264030456543,0.05827905610203743,-3.128594398498535,1.2443653345108032
62,2140,0.018593316252230707,-0.004113146002456047,0.042,-13.776313781738281,-0.6376502513885498,-9.40523624420166,-0.4741293489933014,-4.951716899871826,0.6112175583839417,-3.9133927822113037,0.010644840076565742,-2.469264030456543,0.05827905610203743,-3.190037965774536,1.2694252729415894
63,2160,0.018593316252230707,-0.004113146002456047,0.042,-13.776313781738281,-0.6376502513885498,-9.40523624420166,-0.4741293489933014,-4.944892406463623,0.6066778898239136,-3.8839521408081055,0.024283159524202347,-2.469264030456543,0.05827905610203743,-3.190037965774536,1.2694252729415894
64,2180,0.01230303003326938,-0.038088857442720725,0.07066638367497302,-13.774646759033203,-0.6322736740112305,-9.40523624420166,-0.4741293489933014,-4.944892406463623,0.6066778898239136,-3.8839521408081055,0.024283159524202347,-2.4836134910583496,0.06232635676860809,-3.190037965774536,1.2694252729415894
65,2200,0.01230303003326938,-0.038088857442720725,0.07066638367497302,-13.774646759033203,-0.6322736740112305,-9.40523624420166,-0.4741293489933014,-4.944892406463623,0.6066778898239136,-3.8839521408081055,0.024283159524202347,-2.4836134910583496,0.06232635676860809,-3.2261223793029785,1.264345407485962
66,2220,0.01230303003326938,-0.038088857442720725,0.07066638367497302,-13.774646759033203,-0.6322736740112305,-9.40523624420166,-0.4741293489933014,-4.935215473175049,0.6041086316108704,-3.854950428009033,0.0276415403932333,-2.4836134910583496,0.06232635676860809,-3.2261223793029785,1.264345407485962
67,2240,0.0012642137999847591,-0.01072847559798129,0.08264410306278713,-13.764626502990723,-0.6299147009849548,-9.40523624420166,-0.4741293489933014,-4.935215473175049,0.6041086316108704,-3.854950428009033,0.0276415403932333,-2.5083436965942383,0.061278536915779114,-3.2261223793029785,1.264345407485962
68,2260,0.0012642137999847591,-0.01072847559798129,0.08264410306278713,-13.764626502990723,-0.6299147009849548,-9.40523624420166,-0.4741293489933014,-4.935215473175049,0.6041086316108704,-3.854950428009033,0.0276415403932333,-2.5083436965942383,0.061278536915779114,-3.2261223793029785,1.264345407485962
69,2280,0.0012642137999847591,-0.01072847559798129,0.08264410306278713,-13.764626502990723,-0.6299147009849548,-9.40523624420166,-0.4741293489933014,-4.926504611968994,0.6130445599555969,-3.8195815086364746,0.036004841327667236,-2.5083436965942383,0.061278536915779114,-3.2261223793029785,1.264345407485962
70,2300,0.025382845203305138,0.03139466283042658,0.07440069812485606,-13.75816822052002,-0.6359251141548157,-9.40523624420166,-0.4741293489933014,-4.926504611968994,0.6130445599555969,-3.8195815086364746,0.036004841327667236,-2.533414602279663,0.07144636660814285,-3.2261223793029785,1.264345407485962
71,2320,0.025382845203305138,0.03139466283042658,0.07440069812485606,-13.75816822052002,-0.6359251141548157,-9.40523624420166,-0.4741293489933014,-4.926504611968994,0.6130445599555969,-3.8195815086364746,0.036004841327667236,-2.533414602279663,0.07144636660814285,-3.2261223793029785,1.264345407485962
72,2340,0.025382845203305138,0.03139466283042658,0.07440069812485606,-13.75816822052002,-0.6359251141548157,-9.40523624420166,-0.4741293489933014,-4.922008991241455,0.6041149497032166,-3.7884225845336914,0.03456653654575348,-2.533414602279663,0.07144636660814285,-3.2261223793029785,1.264345407485962
73,2360,0.004656825569535172,0.006632856923168506,0.062029632384539846,-13.750083923339844,-0.630729079246521,-9.40523624420166,-0.4741293489933014,-4.922008991241455,0.6041149497032166,-3.7884225845336914,0.03456653654575348,-2.5596532821655273,0.0999172031879425,-3.2261223793029785,1.264345407485962
74,2380,0.004656825569535172,0.006632856923168506,0.062029632384539846,-13.750083923339844,-0.630729079246521,-9.40523624420166,-0.4741293489933014,-4.922008991241455,0.6041149497032166,-3.7884225845336914,0.03456653654575348,-2.5596532821655273,0.0999172031879425,-3.2261223793029785,1.264345407485962
75,2400,0.004656825569535172,0.006632856923168506,0.062029632384539846,-13.750083923339844,-0.630729079246521,-9.40523624420166,-0.4741293489933014,-4.903866291046143,0.6073620319366455,-3.754779577255249,0.05776810273528099,-2.5596532821655273,0.0999172031879425,-3.2261223793029785,1.264345407485962
76,2420,-0.008223192456089379,0.014249441727176682,0.042,-13.733404159545898,-0.6037607192993164,-9.40523624420166,-0.4741293489933014,-4.903866291046143,0.6073620319366455,-3.754779577255249,0.05776810273528099,-2.59106707572937,0.1390722543001175,-3.2261223793029785,1.264345407485962
77,2440,-0.008223192456089379,0.014249441727176682,0.042,-13.733404159545898,-0.6037607192993164,-9.40523624420166,-0.4741293489933014,-4.903866291046143,0.6073620319366455,-3.754779577255249,0.05776810273528099,-2.59106707572937,0.1390722543001175,-3.2261223793029785,1.264345407485962
78,2460,-0.008223192456089379,0.014249441727176682,0.042,-13.733404159545898,-0.6037607192993164,-9.40523624420166,-0.4741293489933014,-4.878389835357666,0.6099452376365662,-3.721369743347168,0.09271738678216934,-2.59106707572937,0.1390722543001175,-3.2261223793029785,1.264345407485962
79,2480,-0.019851532259252735,0.016979132529429508,0.042,-13.705954551696777,-0.5796312689781189,-9.40523624420166,-0.4741293489933014,-4.878389835357666,0.6099452376365662,-3.721369743347168,0.09271738678216934,-2.620610237121582,0.18842925131320953,-3.2261223793029785,1.264345407485962
80,2500,-0.019851532259252735,0.016979132529429508,0.042,-13.705954551696777,-0.5796312689781189,-9.40523624420166,-0.4741293489933014,-4.878389835357666,0.6099452376365662,-3.721369743347168,0.09271738678216934,-2.620610237121582,0.18842925131320953,-3.2261223793029785,1.264345407485962
81,2520,-0.019851532259252735,0.016979132529429508,0.042,-13.705954551696777,-0.5796312689781189,-9.40523624420166,-0.4741293489933014,-4.8394269943237305,0.6088380813598633,-3.6793651580810547,0.10210701823234558,-2.620610237121582,0.18842925131320953,-3.2261223793029785,1.264345407485962
82,2540,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.8394269943237305,0.6088380813598633,-3.6793651580810547,0.10210701823234558,-2.654329538345337,0.24366502463817596,-3.2261223793029785,1.264345407485962
83,2560,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.8394269943237305,0.6088380813598633,-3.6793651580810547,0.10210701823234558,-2.654329538345337,0.24366502463817596,-3.2261223793029785,1.264345407485962
84,2580,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.629589796066284,0.10603641718626022,-2.654329538345337,0.24366502463817596,-3.2261223793029785,1.264345407485962
85,2600,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.629589796066284,0.10603641718626022,-2.687688112258911,0.29491716623306274,-3.2261223793029785,1.264345407485962
86,2620,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.629589796066284,0.10603641718626022,-2.687688112258911,0.29491716623306274,-3.2261223793029785,1.264345407485962
87,2640,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.592803478240967,0.10657002776861191,-2.687688112258911,0.29491716623306274,-3.2261223793029785,1.264345407485962
88,2660,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.592803478240967,0.10657002776861191,-2.7231204509735107,0.34494033455848694,-3.2261223793029785,1.264345407485962
89,2680,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.592803478240967,0.10657002776861191,-2.7231204509735107,0.34494033455848694,-3.2261223793029785,1.264345407485962
90,2700,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.555408239364624,0.11626216024160385,-2.7231204509735107,0.34494033455848694,-3.2261223793029785,1.264345407485962
91,2720,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.555408239364624,0.11626216024160385,-2.7513561248779297,0.3764459192752838,-3.2261223793029785,1.264345407485962
92,2740,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.555408239364624,0.11626216024160385,-2.7513561248779297,0.3764459192752838,-3.2261223793029785,1.264345407485962
93,2760,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.534454584121704,0.134943887591362,-2.7513561248779297,0.3764459192752838,-3.2261223793029785,1.264345407485962
94,2780,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.534454584121704,0.134943887591362,-2.7626547813415527,0.3681117296218872,-3.2261223793029785,1.264345407485962
95,2800,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.534454584121704,0.134943887591362,-2.7626547813415527,0.3681117296218872,-3.2261223793029785,1.264345407485962
96,2820,-0.013060876271999255,-0.0056007409121465734,0.10292001060426248,-13.670914649963379,-0.579443633556366,-9.40523624420166,-0.4741293489933014,-4.792733669281006,0.6021549105644226,-3.5101637840270996,0.15382792055606842,-2.7626547813415527,0.3681117296218872,-3.2261223793029785,1.264345407485962
